movieid,id,body,interest_score_users_voted,interest_score_users_interested,category_id,category_text
tt7131622,tr4633145,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm3053338/?ref_=tttrv_tr"">Margot Robbie</a>, who portrays Sharon Tate, wears some of <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001790/?ref_=tttrv_tr"">Sharon Tate</a>&#39;s real jewelry, provided by Tate&#39;s sister <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm1395088/?ref_=tttrv_tr"">Debra Tate</a>.",2927,2883,uncategorized,Uncategorized
tt7131622,tr4927086,"Cliff and Rick watch an episode of <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0058801/?ref_=tttrv_tr"">The F.B.I. (1965)</a> in which an Army truck is hijacked. A producer went to a local source for film vehicles searching for a similar truck to recreate the scene and, to his surprise, he was taken to the actual truck used in the TV show. They cleaned it up, gave it a fresh coat of paint and used it in this movie.",483,479,uncategorized,Uncategorized
tt7131622,tr4967071,"Sharon Tate puts her feet up on a seat in the theater while watching <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0065225/?ref_=tttrv_tr"">The Wrecking Crew (1968)</a>. If one looks closely you can see that her feet are rather dirty. In real life, Tate hated wearing shoes and would take any possible opportunity to not wear any in public unless the situation absolutely called for it. Tate would even go as far as wearing rubber bands on her feet to give the illusion of wearing sandals while out eating at restaurants.",729,721,uncategorized,Uncategorized
tt7131622,tr4625397,"The cream Cadillac <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000093/?ref_=tttrv_tr"">Brad Pitt</a> drives belongs to <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000514/?ref_=tttrv_tr"">Michael Madsen</a>. It also appeared in <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0105236/?ref_=tttrv_tr"">Reservoir Dogs (1992)</a> driven by Madsen. Also, Pitt and Madsen both appeared in <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0103074/?ref_=tttrv_tr"">Thelma &amp; Louise (1991)</a> as the title characters&#39; lovers.",2504,2463,uncategorized,Uncategorized
tt7131622,tr4519321,"Originally skeptical of the project, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001790/?ref_=tttrv_tr"">Sharon Tate</a>&#39;s sister <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm1395088/?ref_=tttrv_tr"">Debra Tate</a> gave the film and <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm3053338/?ref_=tttrv_tr"">Margot Robbie</a>&#39;s portrayal of Sharon her blessing after Debra was embraced by <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000233/?ref_=tttrv_tr"">Quentin Tarantino</a> himself and she became aware of how her sister would be represented within the film. Debra referred to Margot as a &quot;dedicated craftsman&quot; and praised the actress&#39;s research of Sharon prior to meeting with her.",1957,1926,uncategorized,Uncategorized
tt7131622,tr4666884,"On Sunday night, Rick and Cliff sit down to watch &quot;Rick&#39;s episode&quot; of <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0058801/?ref_=tttrv_tr"">The F.B.I. (1965)</a>. The audience is later told that the episode is <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0574750/?ref_=tttrv_tr"">All the Streets Are Silent (1965)</a>. That is a real episode of the television show, and the ensuing clip is the actual opening to that episode, with one important difference - Rick Dalton has been edited into the place of the guest star villain, &quot;Michael Murtaugh.&quot; In reality, the role of Murtaugh in the episode was played by <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000608/?ref_=tttrv_tr"">Burt Reynolds</a>, who was known for open-mouthed gum-chewing, which is a likely reason why Rick and Cliff refer to the gum chewing as &quot;strong&quot;.",912,900,uncategorized,Uncategorized
tt7131622,tr4667126,"In one scene, a framed issue of MAD Magazine (dated October 1965) is visible in Dalton&#39;s apartment, with a drawing of Dalton himself on the cover. Longtime MAD artist <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm1654348/?ref_=tttrv_tr"">Tom Richmond</a> was recruited to draw the cover. As a tie-in with the movie, the October 2019 issue of MAD Magazine was billed as a &quot;Special Tarantino Time-Warp Issue&quot; with a 1960s style contents page, the first 12 pages in black and white, a parody of &quot;Bounty Law&quot; and Rick Dalton on the front cover (different from the cover seen in the movie).",1147,1130,uncategorized,Uncategorized
tt7131622,tr4656094,"The party sequence at the Playboy Mansion was actually filmed there, Tarantino having been a guest of <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0005005/?ref_=tttrv_tr"">Hugh Hefner</a> on a number of occasions.",1350,1329,uncategorized,Uncategorized
tt7131622,tr4550137,"As the Tate party enters the El Coyote restaurant for dinner, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001790/?ref_=tttrv_tr"">Sharon Tate</a> and <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0781085/?ref_=tttrv_tr"">Jay Sebring</a> discuss a movie premiere they can see taking place further down Beverly Blvd at an erotic movie theatre. &quot;They have premieres for dirty movies?&quot; asks Sharon. The theatre in question is the Eros, a real adult theatre of the time. The building still exists, though it is now a repertory cinema called The New Beverly, and it is owned by <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000233/?ref_=tttrv_tr"">Quentin Tarantino</a>.",2926,2870,uncategorized,Uncategorized
tt7131622,tr4134998,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000608/?ref_=tttrv_tr"">Burt Reynolds</a> was originally cast as <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0816645/?ref_=tttrv_tr"">George Spahn</a>, the ranch owner, but he died before he was scheduled to shoot his scenes. <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001136/?ref_=tttrv_tr"">Bruce Dern</a> replaced him in the role. Additionally, the role of James Stacy was originally written for <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000200/?ref_=tttrv_tr"">Bill Paxton</a>, who unfortunately passed away while the script was being written. Paxton&#39;s role would instead go to Timothy Olyphant.",1729,1698,uncategorized,Uncategorized
tt7131622,tr4426441,"This is <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000580/?ref_=tttrv_tr"">Luke Perry</a>&#39;s last film. Perry suffered a massive stroke in late February 2019, and died March 4th. Scott Lancer is an homage to <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0560932/?ref_=tttrv_tr"">Wayne Maunder</a> and his role in <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0062577/?ref_=tttrv_tr"">Lancer (1968)</a>. Maunder died on November 11, 2018, ten days after filming wrapped on this movie. The film was released on July 26th, 2019.",1565,1537,uncategorized,Uncategorized
tt7131622,tr4653929,"One of the Italian films in which Rick stars is said to be directed by an <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0546672/?ref_=tttrv_tr"">Antonio Margheriti</a>. In &quot;<a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0361748/?ref_=tttrv_tr"">Inglourious Basterds (2009)</a>,&quot; &quot;Antonio Margheriti&quot; is the alias used by Donny Donowitz to sneak into the premiere of &quot;Nation&#39;s Pride.&quot;",1842,1806,uncategorized,Uncategorized
tt7131622,tr4676010,"In addition to his on-screen role, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000621/?ref_=tttrv_tr"">Kurt Russell</a> provides the voice of the off-screen narrator.",1177,1155,uncategorized,Uncategorized
tt7131622,tr4737308,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000138/?ref_=tttrv_tr"">Leonardo DiCaprio</a> has said that he was starstruck to be on-set with one of his teenage idols <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000580/?ref_=tttrv_tr"">Luke Perry</a>, a star he&#39;d felt, at the time, was the new embodiment of <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000015/?ref_=tttrv_tr"">James Dean</a>. Leo was particularly delighted to be able to reminisce with Luke about the Hollywood of his youth and about where their career paths had taken each of them.",908,892,uncategorized,Uncategorized
tt7131622,tr4550707,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000233/?ref_=tttrv_tr"">Quentin Tarantino</a> did not approach <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000591/?ref_=tttrv_tr"">Roman Polanski</a>, he admitted at the press conference in Cannes. But Tarantino asked for and received help from <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001790/?ref_=tttrv_tr"">Sharon Tate</a>&#39;s sister <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm1395088/?ref_=tttrv_tr"">Debra Tate</a>, who is thanked in the credits. He also gave Debra Tate a script to read early on, went to visit her in Santa Barbara and spent a weekend with her. She even came on set when the Bruin [Theatre in Westwood] sequence was being shot.",1282,1257,uncategorized,Uncategorized
tt7131622,tr4950028,"Bruce Lee&#39;s line about Cliff being pretty for a stuntman was suggested by Burt Reynolds during a script reading. Tarantino said &quot;had the line not been Burt&#39;s, it never would&#39;ve made it in the film. Brad doesn&#39;t like characters pointing out how good looking he is. But because Burt suggested it, how could he say no to including it.&quot;",637,627,uncategorized,Uncategorized
tt7131622,tr4699901,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000537/?ref_=tttrv_tr"">Steve McQueen</a>, played in the film by <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0507073/?ref_=tttrv_tr"">Damian Lewis</a>, had reportedly planned to visit Sharon Tate on the evening she was killed but ultimately didn&#39;t.",1002,983,uncategorized,Uncategorized
tt7131622,tr4546108,"Before the film&#39;s world premiere at the Cannes Film Festival, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000233/?ref_=tttrv_tr"">Quentin Tarantino</a> begged of Cannes crowds to avoid spoilers for later audiences in a statement made on social media; &quot;I love cinema, You love cinema. It&#39;s the journey of discovering a story for the first time. I&#39;m thrilled to be here in Cannes to share &#39;Once Upon A Time...in Hollywood&#39; with the festival audience. The cast and crew have worked so hard to create something original, and I only ask that everyone avoids revealing anything that would prevent later audiences from experiencing the film in the same way. Thank you.&quot;",1506,1474,uncategorized,Uncategorized
tt7131622,tr4549941,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000138/?ref_=tttrv_tr"">Leonardo DiCaprio</a> and <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000093/?ref_=tttrv_tr"">Brad Pitt</a> got along so well during the production that they confirmed at the film&#39;s Cannes premiere that they would love to team up again on another film.",3104,3029,uncategorized,Uncategorized
tt7131622,tr4652998,"The casting of <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000621/?ref_=tttrv_tr"">Kurt Russell</a> and <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm1057928/?ref_=tttrv_tr"">Zoë Bell</a> as the man and wife stunt coordinators on <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0059991/?ref_=tttrv_tr"">The Green Hornet (1966)</a> is a double inside joke to Tarantino&#39;s films. Russell previously played &quot;Stuntman Mike&quot; in <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt1028528/?ref_=tttrv_tr"">Death Proof (2007)</a>, in which Bell, a real-life stunt performer, also appeared playing herself. Zoë Bell served as Uma Thurman&#39;s stunt double in Kill Bill, and <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0266697/?ref_=tttrv_tr"">Kill Bill: Vol. 1 (2003)</a> featured the theme to The Green Hornet on its soundtrack.",1198,1171,uncategorized,Uncategorized
tt7131622,tr4666820,"In the movie they show <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0821082/?ref_=tttrv_tr"">James Stacy</a> leaving the set of Lancer on his motorcycle. On September 27, 1973, Stacy was taking his girlfriend Claire Cox for a ride on his motorcycle in the Hollywood Hills when a drunk driver struck them. Cox died and Stacy lost his left arm and leg.",771,754,uncategorized,Uncategorized
tt7131622,tr3934680,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000233/?ref_=tttrv_tr"">Quentin Tarantino</a> described <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000138/?ref_=tttrv_tr"">Leonardo DiCaprio</a> and <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000093/?ref_=tttrv_tr"">Brad Pitt</a> as &quot;the most exciting star dynamic duo since <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000602/?ref_=tttrv_tr"">Robert Redford</a> and <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000056/?ref_=tttrv_tr"">Paul Newman</a>.&quot;",3325,3227,uncategorized,Uncategorized
tt7131622,tr4697203,"Eager to work with <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000233/?ref_=tttrv_tr"">Quentin Tarantino</a> again and to keep within the budget, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000138/?ref_=tttrv_tr"">Leonardo DiCaprio</a> took a 25% pay cut from his usual $20 million salary.",854,834,uncategorized,Uncategorized
tt7131622,tr4869145,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000233/?ref_=tttrv_tr"">Quentin Tarantino</a> told the crew that he wanted the Spahn Movie Ranch sequence to feel like the early scenes in <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0072271/?ref_=tttrv_tr"">The Texas Chain Saw Massacre (1974)</a>, particularly in terms of sound design and production design.",451,442,uncategorized,Uncategorized
tt7131622,tr4548512,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000233/?ref_=tttrv_tr"">Quentin Tarantino</a> considers the screenplay of Once Upon a Time in Hollywood as &quot;probably his most personal.&quot;",1395,1356,uncategorized,Uncategorized
tt7131622,tr4369809,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000233/?ref_=tttrv_tr"">Quentin Tarantino</a> has said he worked on the screenplay for five years.",1646,1598,uncategorized,Uncategorized
tt7131622,tr5000631,"As <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001790/?ref_=tttrv_tr"">Sharon Tate</a> is trying to convince the movie theater cashier that she&#39;s Sharon, the cashier mentions <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0062430/?ref_=tttrv_tr"">Valley of the Dolls (1967)</a> which visibly makes her wince. In real life, Tate hated the novel and the script, thinking they were terrible. She only accepted the role of Jennifer North because she knew that it would bring her nationwide attention and boost her career.",323,317,uncategorized,Uncategorized
tt7131622,tr4628730,"This movie is one of two 2019 projects in which <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0380632/?ref_=tttrv_tr"">Damon Herriman</a> plays Charles Manson, the other one being season two of Netflix&#39;s <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt5290382/?ref_=tttrv_tr"">Mindhunter (2017)</a>.",1202,1167,uncategorized,Uncategorized
tt7131622,tr4662913,"Award-winning cinematographer <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0724744/?ref_=tttrv_tr"">Robert Richardson</a> has said that one of the most gratifying experiences for him on the shoot was filming <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000199/?ref_=tttrv_tr"">Al Pacino</a> for the very first time. He&#39;d seen all Pacino&#39;s films, but having the rare opportunity to shoot him with <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000093/?ref_=tttrv_tr"">Brad Pitt</a> and <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000138/?ref_=tttrv_tr"">Leonardo DiCaprio</a> in the same space was a milestone in his career.",840,816,uncategorized,Uncategorized
tt7131622,tr4689943,"After Rick and Cliff leave the bar in the beginning of the movie, a news bulletin can be heard coming from the car radio. It is about Sirhan Sirhan, who murdered Senator Robert F. Kennedy who won the Democratic primary in California in 1968 and was shot after giving his victory speech. The events in the scene play on February 8, 1969, which was two days before Sirhan pled guilty to first-degree murder.",337,330,uncategorized,Uncategorized
tt7131622,tr4631584,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm3053338/?ref_=tttrv_tr"">Margot Robbie</a> accidentally took home one of <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000233/?ref_=tttrv_tr"">Quentin Tarantino</a>&#39;s &quot;on-the-day&quot; shot lists from one of her days of filming. She discovered it months later and was afraid to say anything in case Quentin asked for it back. When she revealed this to Quentin, he told her he practically throws them away when he&#39;s done with them, and offered her many more.",1060,1028,uncategorized,Uncategorized
tt7131622,tr4664618,"When Charles Manson goes to the Polanski house and Jay tells him that Terry and Candy aren&#39;t there, he was talking about Doris Day&#39;s son, record producer <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0577457/?ref_=tttrv_tr"">Terry Melcher</a> and his then girlfriend, actress <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000298/?ref_=tttrv_tr"">Candice Bergen</a>. Manson also mentions Beach Boys drummer <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0933287/?ref_=tttrv_tr"">Dennis Wilson</a>. Dreaming of a career in music, Manson had played and sung some of his songs to Wilson and one of them ended up being recorded by the Beach Boys. The song, originally entitled Cease to Exist, appeared as a single with the name Never Learn Not To Love.",830,806,uncategorized,Uncategorized
tt7131622,tr5133469,"The scene in which Dalton as DeCoteau blows his lines, then throws a fit in his trailer was suggested by <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000138/?ref_=tttrv_tr"">Leonardo DiCaprio</a>. <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000233/?ref_=tttrv_tr"">Quentin Tarantino</a> wanted to shoot straight western scenes but DiCaprio wanted to emphasize Dalton&#39;s fading star and asked if he could intentionally blow the lines. Tarantino was initially resistant and shot it both ways, but after seeing DiCaprio&#39;s performance with those lines, Tarantino was sold. He agreed that this was important, as it demonstrated the &quot;drunken has-been&quot; theme of the Dalton character.",257,252,uncategorized,Uncategorized
tt7131622,tr4550702,"Editor <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0711235/?ref_=tttrv_tr"">Fred Raskin</a>&#39;s first assembly of the film was four hours, 20 minutes.",716,694,uncategorized,Uncategorized
tt7131622,tr4000662,"The title is an homage to <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0001466/?ref_=tttrv_tr"">Sergio Leone</a>, who directed both <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0064116/?ref_=tttrv_tr"">Once Upon a Time in the West (1968)</a> and <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt0087843/?ref_=tttrv_tr"">Once Upon a Time in America (1984)</a>. <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000233/?ref_=tttrv_tr"">Quentin Tarantino</a> has cited Leone as one of his favorite filmmakers and an influence throughout his career.",1313,1266,uncategorized,Uncategorized
tt7131622,tr5060613,"The real life sister of Sharon Tate was so moved by Margot Robbie&#39;s portrayal of Tate she claimed she &quot;cried real tears, I had a big wet patch of tears down the front of my shirt. It was like having my sister back again, after 50 years.&quot;",381,371,uncategorized,Uncategorized
tt7131622,tr4548511,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000233/?ref_=tttrv_tr"">Quentin Tarantino</a> spent five years writing Once Upon a Time in Hollywood as a novel before realizing a film script would better suit the material.",921,889,uncategorized,Uncategorized
tt7131622,tr3502809,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000233/?ref_=tttrv_tr"">Quentin Tarantino</a> was scheduled to make the film for The Weinstein Company but severed the ties when the sexual assault allegations against co-chairman <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0005544/?ref_=tttrv_tr"">Harvey Weinstein</a> were revealed in the press. To avoid a repeat of the script leak incident that almost cost him <a class=""ipc-md-link ipc-md-link--entity"" href=""/title/tt3460252/?ref_=tttrv_tr"">The Hateful Eight (2015)</a>, he wrote a memo to all theatrical studios, summoning them to send one representative to his agent&#39;s (The William Morris Endeavor) office in Beverly Hills to read his Manson script in person at an arranged time and date. The memo also mandated that each representative was required to sign a heavy non-disclosure agreement, read the script in person (they were not allowed to copy or take the script back), and present the list of demands and conditions to the studio management. This project was already one of the most anticipated and promising projects on the board at the time. After reading the script, Warner Bros., Universal Pictures, Sony Pictures, Paramount Pictures, Annapurna Pictures, and Lionsgate were welcome to make a bid for the theatrical rights before a second round of bids pitched to Tarantino himself. Sony won the theatrical rights in the bidding war, outbidding its closest rival Warner Bros., making it the first David Heyman production not to be distributed by Warner.",1459,1404,uncategorized,Uncategorized
tt7131622,tr4983072,"The TV at George Spahn&#39;s house has one of the earliest unwired remote controls, the Zenith &quot;Space Command&quot; remote. Rather than using infrared or similar technology from later years, it uses ultra high frequency sound. The remote features four buttons, each which trips a spring-loaded hammer that strikes a metal reed. Each of the reeds is at a separate pitch, all of which are inaudible. One button was for turning the TV on, another for turning it off, one for raising the channel and one for lowering it. As each button press makes a loud click, many people simply referred to the device as a &quot;clicker&quot;. A rather humorous failing of this system is that if you jingled your car keys it could cause the TV to turn on.",342,333,uncategorized,Uncategorized
tt7131622,tr6274856,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000233/?ref_=tttrv_tr"">Quentin Tarantino</a> forbid the actors to use smartphones between takes on set, to preserve the period feel.",73,73,uncategorized,Uncategorized
tt0068646,tr0777786,"During an early shot of the scene where Vito Corleone returns home and his people carry him up the stairs, <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000008/?ref_=tttrv_tr"">Marlon Brando</a> put weights under his body on the bed as a prank, to make it harder to lift him.",2622,2604,uncategorized,Uncategorized
tt0068646,tr0777818,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0598926/?ref_=tttrv_tr"">Lenny Montana</a> (Luca Brasi) was so nervous about working with <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000008/?ref_=tttrv_tr"">Marlon Brando</a> that in the first take of their scene together, he flubbed some lines. Director <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000338/?ref_=tttrv_tr"">Francis Ford Coppola</a> liked the genuine nervousness and used it in the final cut. The scenes of Luca practicing his speech were added later.",3062,3040,uncategorized,Uncategorized
tt0068646,tr1477276,"Cinematographer <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0932336/?ref_=tttrv_tr"">Gordon Willis</a> earned himself the nickname &quot;The Prince of Darkness,&quot; since his sets were so underlit. &quot;Paramount Pictures&quot; executives initially thought that the footage was too dark, until persuaded otherwise by Willis and <a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000338/?ref_=tttrv_tr"">Francis Ford Coppola</a> that it was to emphasize the shadiness of the Corleone family&#39;s dealings.",1143,1137,uncategorized,Uncategorized
tt0068646,tr2891169,"<a class=""ipc-md-link ipc-md-link--entity"" href=""/name/nm0000338/?ref_=tttrv_tr"">Francis Ford Coppola</a> held improvisational rehearsal sessions that simply consisted of the main cast sitting down in character for a family meal. The actors and actresses couldn&#39;t break character, which Coppola saw as a way for the cast to organically establish the family roles seen in the final film.",730,727,uncategorized,Uncategorized
